(*ﾟ∀ﾟ)ﾉ パキャッ,1288,1288,4143,名詞,固有名詞,一般,*,*,*,ノパキャッ,ﾉパキャッ,ﾉ[パキャッ
(ぁ,1288,1288,8142,名詞,固有名詞,一般,*,*,*,(ぁ,ァ,
2 VOICE,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,2 VOICE,ャ,
2 voice,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,2 VOICE,ャ,
2 wEi,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,2 wEi,ャ,
2 wei,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,2 wEi,ャ,
2-EIGHT,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,2-EIGHT,ャ,
2-eight,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,2-EIGHT,ャ,
2side1BRAIN,1289,1289,3298,名詞,固有名詞,人名,一般,*,*,2side1BRAIN,ャ,
2side1brain,1289,1289,3298,名詞,固有名詞,人名,一般,*,*,2side1BRAIN,ャ,
32@ALL,1289,1289,5052,名詞,固有名詞,人名,一般,*,*,32@ALL,ャ,
32@all,1289,1289,5052,名詞,固有名詞,人名,一般,*,*,32@ALL,ャ,
A.N.R.i.,1289,1289,4078,名詞,固有名詞,人名,一般,*,*,A.N.R.i.,㋘,㋘
A.n.r.i.,1289,1289,4078,名詞,固有名詞,人名,一般,*,*,A.N.R.i.,㋘,㋘
ALFEE meets KanLeKeeZ,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,ALFEE meets KanLeKeeZ,ャ,
AMATSUKA,1289,1289,4078,名詞,固有名詞,人名,一般,*,*,AMATSUKA,ャ,
APX,1289,1289,7251,名詞,固有名詞,人名,一般,*,*,APX,ャ,
Ai Kisaragi x Tetsuroh Konishi,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Ai Kisaragi x Tetsuroh Konishi,ャ,
Ai kisaragi x tetsuroh konishi,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Ai Kisaragi x Tetsuroh Konishi,ャ,
AirBox,1289,1289,5052,名詞,固有名詞,人名,一般,*,*,AirBox,ャ,
Airbox,1289,1289,5052,名詞,固有名詞,人名,一般,*,*,AirBox,ャ,
Akihiko Matsumoto,1289,1289,2328,名詞,固有名詞,人名,一般,*,*,Akihiko Matsumoto,ャ,
Akihiko matsumoto,1289,1289,2328,名詞,固有名詞,人名,一般,*,*,Akihiko Matsumoto,ャ,
Alfee meets kanlekeez,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,ALFEE meets KanLeKeeZ,ャ,
Amatsuka,1289,1289,4078,名詞,固有名詞,人名,一般,*,*,AMATSUKA,ャ,
Aoi Tsukino,1289,1289,3298,名詞,固有名詞,人名,一般,*,*,Aoi Tsukino,ャ,
Aoi tsukino,1289,1289,3298,名詞,固有名詞,人名,一般,*,*,Aoi Tsukino,ャ,
Arts The Foundation,1289,1289,2098,名詞,固有名詞,人名,一般,*,*,Arts The Foundation,ャ,
Arts the foundation,1289,1289,2098,名詞,固有名詞,人名,一般,*,*,Arts The Foundation,ャ,
BACK-ZETS,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,BACK-ZETS,ャ,
Back-zets,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,BACK-ZETS,ャ,
C17H19NO3,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,C17H19NO3,㋘スリー,㋘[スリ]ー
C17h19no3,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,C17H19NO3,㋘スリー,㋘[スリ]ー
CALM presents K.F.,1289,1289,2198,名詞,固有名詞,人名,一般,*,*,CALM presents K.F.,ャ,
CNBLUE,1289,1289,5052,名詞,固有名詞,人名,一般,*,*,CNBLUE,㋘,㋘
CNCO,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,CNCO,㋘,㋘
COJIRASE THE TRIP,1289,1289,2328,名詞,固有名詞,人名,一般,*,*,COJIRASE THE TRIP,ャ,
CORDYCEPS,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,CORDYCEPS,ャ,
Calm presents k.f.,1289,1289,2198,名詞,固有名詞,人名,一般,*,*,CALM presents K.F.,ャ,
Cnblue,1289,1289,5052,名詞,固有名詞,人名,一般,*,*,CNBLUE,㋘,㋘
Cnco,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,CNCO,㋘,㋘
Cojirase the trip,1289,1289,2328,名詞,固有名詞,人名,一般,*,*,COJIRASE THE TRIP,ャ,
Cordyceps,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,CORDYCEPS,ャ,
E-N-D,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,E-N-D,㋘,㋘
E-n-d,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,E-N-D,㋘,㋘
ENOII,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,ENOII,㋘ャ,㋘]ヤ
ETHNIC MINORITY,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,ETHNIC MINORITY,ャ,
EXILE ATSUSHI,1289,1289,2938,名詞,固有名詞,人名,一般,*,*,EXILE ATSUSHI,ャ,
Eiji meets Aces of Syncopation,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Eiji meets Aces of Syncopation,ャ,
Eiji meets aces of syncopation,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Eiji meets Aces of Syncopation,ャ,
Enoii,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,ENOII,㋘ャ,㋘]ヤ
Ethnic minority,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,ETHNIC MINORITY,ャ,
Exile atsushi,1289,1289,2938,名詞,固有名詞,人名,一般,*,*,EXILE ATSUSHI,ャ,
FANTASTICS from EXILE TRIBE,1289,1289,2340,名詞,固有名詞,人名,一般,*,*,FANTASTICS from EXILE TRIBE,ャ,
Fantastics from exile tribe,1289,1289,2340,名詞,固有名詞,人名,一般,*,*,FANTASTICS from EXILE TRIBE,ャ,
HATSUHO FURUKAWA PIANO TRIO,1289,1289,2340,名詞,固有名詞,人名,一般,*,*,HATSUHO FURUKAWA PIANO TRIO,ャ,
HEARTS OF BRAIN,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,HEARTS OF BRAIN,ャ,
HEINOUS,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,HEINOUS,㋘,㋘
HIKARU meets KENICHI YANAI,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,HIKARU meets KENICHI YANAI,ャ,
Hatsuho furukawa piano trio,1289,1289,2340,名詞,固有名詞,人名,一般,*,*,HATSUHO FURUKAWA PIANO TRIO,ャ,
Hatsumi,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,Hatsumi,ャ,
Hearts Grow,1289,1289,3298,名詞,固有名詞,人名,一般,*,*,Hearts Grow,ャ,
Hearts grow,1289,1289,3298,名詞,固有名詞,人名,一般,*,*,Hearts Grow,ャ,
Hearts of brain,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,HEARTS OF BRAIN,ャ,
Heartsdales,1289,1289,2710,名詞,固有名詞,人名,一般,*,*,Heartsdales,ャ,
Heinous,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,HEINOUS,㋘,㋘
Hikaru meets kenichi yanai,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,HIKARU meets KENICHI YANAI,ャ,
Hiroyuki Matsumoto,1289,1289,2063,名詞,固有名詞,人名,一般,*,*,Hiroyuki Matsumoto,ャ,
Hiroyuki matsumoto,1289,1289,2063,名詞,固有名詞,人名,一般,*,*,Hiroyuki Matsumoto,ャ,
II DOGG,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,II DOGG,ャ,
IKUKO TUNE,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,IKUKO TUNE,ャ,
Ii dogg,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,II DOGG,ャ,
Ikuko tune,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,IKUKO TUNE,ャ,
Ituca,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,iTuca,ャ,
K.F.re-presents CALM,1289,1289,1998,名詞,固有名詞,人名,一般,*,*,K.F.re-presents CALM,ャ,
K.f.re-presents calm,1289,1289,1998,名詞,固有名詞,人名,一般,*,*,K.F.re-presents CALM,ャ,
K2 with.es,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,K2 with.es,ャ,
K2,1289,1289,7587,名詞,固有名詞,人名,一般,*,*,K2,ャ,
K2BAND,1289,1289,5052,名詞,固有名詞,人名,一般,*,*,K2BAND,ャ,
K2band,1289,1289,5052,名詞,固有名詞,人名,一般,*,*,K2BAND,ャ,
KK NULL,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,KK NULL,㋘,㋘
KNIGHTS OF ROUND,1289,1289,2458,名詞,固有名詞,人名,一般,*,*,KNIGHTS OF ROUND,ャ,
KNU,1289,1289,7251,名詞,固有名詞,人名,一般,*,*,KNU,㋘,㋘
KNX,1289,1289,7251,名詞,固有名詞,人名,一般,*,*,KNX,㋘,㋘
KRN-GEN.W,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,KRN-GEN.W,㋘,㋘
KYN a.k.a KOYANMUSIC,1289,1289,1998,名詞,固有名詞,人名,一般,*,*,KYN a.k.a KOYANMUSIC,㋘,㋘
King Gnu,1289,1289,4078,名詞,固有名詞,人名,一般,*,*,King Gnu,㋘,㋘
King gnu,1289,1289,4078,名詞,固有名詞,人名,一般,*,*,King Gnu,㋘,㋘
Kis-My-Ft2,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Kis-My-Ft2,ャ,
Kis-my-ft2,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Kis-My-Ft2,ャ,
Kk null,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,KK NULL,㋘,㋘
Knights of round,1289,1289,2458,名詞,固有名詞,人名,一般,*,*,KNIGHTS OF ROUND,ャ,
Kosuke Tsuji,1289,1289,3118,名詞,固有名詞,人名,一般,*,*,Kosuke Tsuji,ャ,
Kosuke tsuji,1289,1289,3118,名詞,固有名詞,人名,一般,*,*,Kosuke Tsuji,ャ,
Krn-gen.w,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,KRN-GEN.W,㋘,㋘
Kyn a.k.a koyanmusic,1289,1289,1998,名詞,固有名詞,人名,一般,*,*,KYN a.k.a KOYANMUSIC,㋘,㋘
Lights Dim with Gallery Six,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Lights Dim with Gallery Six,ャ,
Lights dim with gallery six,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Lights Dim with Gallery Six,ャ,
Lion Heads,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Lion Heads,ャ,
Lion heads,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Lion Heads,ャ,
Loostripper,1289,1289,2710,名詞,固有名詞,人名,一般,*,*,Loostripper,ャ,
M2U,1289,1289,7251,名詞,固有名詞,人名,一般,*,*,M2U,ャ,
MAUDIE featuring Shingo Matsuda,1289,1289,-12722,名詞,固有名詞,人名,一般,*,*,MAUDIE featuring Shingo Matsuda,ャ,
MAYKIDZ,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,MAYKIDZ,ャ,
MEZZA MILZOW EUROPEAN QUARTET,1289,1289,-4925,名詞,固有名詞,人名,一般,*,*,MEZZA MILZOW EUROPEAN QUARTET,ャ,
MITSUHIRO,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,MITSUHIRO,ャ,
MJT,1289,1289,7251,名詞,固有名詞,人名,一般,*,*,MJT,ャ,
MORBID ART,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,MORBID ART,ャ,
Maudie featuring shingo matsuda,1289,1289,-12722,名詞,固有名詞,人名,一般,*,*,MAUDIE featuring Shingo Matsuda,ャ,
Maykidz,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,MAYKIDZ,ャ,
Mezza milzow european quartet,1289,1289,-4925,名詞,固有名詞,人名,一般,*,*,MEZZA MILZOW EUROPEAN QUARTET,ャ,
Mika Stoltzman,1289,1289,2758,名詞,固有名詞,人名,一般,*,*,Mika Stoltzman,ャ,
Mika stoltzman,1289,1289,2758,名詞,固有名詞,人名,一般,*,*,Mika Stoltzman,ャ,
Mitsuhiro,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,MITSUHIRO,ャ,
Morbid art,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,MORBID ART,ャ,
N-POP crew,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,N-POP crew,㋘,㋘
N-pop crew,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,N-POP crew,㋘,㋘
N/A,1289,1289,7251,名詞,固有名詞,人名,一般,*,*,N/A,㋘,㋘
NBGI,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,NBGI,㋘,㋘
NCT 127,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,NCT 127,㋘ヒャクニジュウナナ,㋘[ヒャ[クニ]ジュウ[ナ]ナ
NGT48,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,NGT48,㋘,㋘
NHYX,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,NHYX,㋘,㋘
NMB48,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,NMB48,㋘,㋘]
NORTHERNLIGHTS ORCHESTRA,1289,1289,-14742,名詞,固有名詞,人名,一般,*,*,NORTHERNLIGHTS ORCHESTRA,ャ,
NU-NU,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,NU-NU,㋘,㋘
NUBO,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,NUBO,㋘,㋘
NUDE JAZZ,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,NUDE JAZZ,㋘,㋘
NUDE,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,NUDE,㋘,㋘
NUJABES,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,NUJABES,㋘,㋘
NUKEME BAND,1289,1289,3298,名詞,固有名詞,人名,一般,*,*,NUKEME BAND,㋘,㋘
NUNCHUKKA SUPERFLY,1289,1289,2063,名詞,固有名詞,人名,一般,*,*,NUNCHUKKA SUPERFLY,㋘,㋘
NUUAMM,1289,1289,5052,名詞,固有名詞,人名,一般,*,*,NUUAMM,㋘,㋘
NYT,1289,1289,7251,名詞,固有名詞,人名,一般,*,*,NYT,㋘,㋘
NYZ,1289,1289,7251,名詞,固有名詞,人名,一般,*,*,NYZ,㋘,㋘
Nameless A.k.a N.L,1289,1289,2198,名詞,固有名詞,人名,一般,*,*,Nameless A.k.a N.L,㋘,㋘
Nameless a.k.a n.l,1289,1289,2198,名詞,固有名詞,人名,一般,*,*,Nameless A.k.a N.L,㋘,㋘
Naomi de Nachan,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,Naomi de Nachan,ャ,
Naomi de nachan,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,Naomi de Nachan,ャ,
Naoto Matsuzaki,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,Naoto Matsuzaki,ャ,
Naoto matsuzaki,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,Naoto Matsuzaki,ャ,
Naoya Numa,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Naoya Numa,㋘,㋘
Naoya numa,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Naoya Numa,㋘,㋘
Nbgi,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,NBGI,㋘,㋘
Nct 127,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,NCT 127,㋘ヒャクニジュウナナ,㋘[ヒャ[クニ]ジュウ[ナ]ナ
Ngt48,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,NGT48,㋘,㋘
Nhyx,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,NHYX,㋘,㋘
Nmb48,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,NMB48,㋘,㋘]
Nob Kinukawa,1289,1289,3118,名詞,固有名詞,人名,一般,*,*,Nob Kinukawa,㋘,㋘
Nob kinukawa,1289,1289,3118,名詞,固有名詞,人名,一般,*,*,Nob Kinukawa,㋘,㋘
NoonMooon,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,NoonMooon,㋘,㋘
Noonmooon,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,NoonMooon,㋘,㋘
Northernlights orchestra,1289,1289,-14742,名詞,固有名詞,人名,一般,*,*,NORTHERNLIGHTS ORCHESTRA,ャ,
Notes of Museum,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,Notes of Museum,ャ,
Notes of museum,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,Notes of Museum,ャ,
Nous,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,Nous,㋘,㋘
Nu-nu,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,NU-NU,㋘,㋘
Nu:Essence,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Nu:Essence,㋘,㋘
Nu:essence,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Nu:Essence,㋘,㋘
Nubo,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,NUBO,㋘,㋘
Nuchi,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,Nuchi,㋘,㋘
Nude jazz,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,NUDE JAZZ,㋘,㋘
Nude,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,NUDE,㋘,㋘
Nujabes featuring Shing02,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Nujabes featuring Shing02,㋘ツー,㋘[ツ]ー
Nujabes featuring shing02,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Nujabes featuring Shing02,㋘ツー,㋘[ツ]ー
Nujabes,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,NUJABES,㋘,㋘
Nukeme band,1289,1289,3298,名詞,固有名詞,人名,一般,*,*,NUKEME BAND,㋘,㋘
Nukleall,1289,1289,4078,名詞,固有名詞,人名,一般,*,*,Nukleall,㋘,㋘
Nulls,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,Nulls,㋘,㋘
Nunchukka superfly,1289,1289,2063,名詞,固有名詞,人名,一般,*,*,NUNCHUKKA SUPERFLY,㋘,㋘
Nuuamm,1289,1289,5052,名詞,固有名詞,人名,一般,*,*,NUUAMM,㋘,㋘
O.N.O,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,O.N.O,㋘,㋘
O.n.o,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,O.N.O,㋘,㋘
