(*ﾟ∀ﾟ)ﾉ パキャッ,1288,1288,4143,名詞,固有名詞,一般,*,*,*,ノパキャッ,ﾉパキャッ,ﾉ[パキャッ
m2u,1289,1289,7251,名詞,固有名詞,人名,一般,*,*,M2U,ャ,
magical2,1289,1289,4078,名詞,固有名詞,人名,一般,*,*,magical2,ャ,
maudie featuring shingo matsuda,1289,1289,-12722,名詞,固有名詞,人名,一般,*,*,MAUDIE featuring Shingo Matsuda,ャ,
maykidz,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,MAYKIDZ,ャ,
mezza milzow european quartet,1289,1289,-4925,名詞,固有名詞,人名,一般,*,*,MEZZA MILZOW EUROPEAN QUARTET,ャ,
mika stoltzman,1289,1289,2758,名詞,固有名詞,人名,一般,*,*,Mika Stoltzman,ャ,
mitsuhiro,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,MITSUHIRO,ャ,
mjt,1289,1289,7251,名詞,固有名詞,人名,一般,*,*,MJT,ャ,
modern blue quintet,1289,1289,2098,名詞,固有名詞,人名,一般,*,*,modern blue quintet,ャ,
moon drop,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,moon drop,ャ,
morbid art,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,MORBID ART,ャ,
n-pop crew,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,N-POP crew,㋘,㋘
n/a,1289,1289,7251,名詞,固有名詞,人名,一般,*,*,N/A,㋘,㋘
nameless a.k.a n.l,1289,1289,2198,名詞,固有名詞,人名,一般,*,*,Nameless A.k.a N.L,㋘,㋘
naomi de nachan,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,Naomi de Nachan,ャ,
naoto matsuzaki,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,Naoto Matsuzaki,ャ,
naoya numa,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Naoya Numa,㋘,㋘
nbgi,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,NBGI,㋘,㋘
nct 127,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,NCT 127,㋘ヒャクニジュウナナ,㋘[ヒャ[クニ]ジュウ[ナ]ナ
ngt48,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,NGT48,㋘,㋘
nhyx,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,NHYX,㋘,㋘
nmb48,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,NMB48,㋘,㋘]
nob kinukawa,1289,1289,3118,名詞,固有名詞,人名,一般,*,*,Nob Kinukawa,㋘,㋘
nonoc,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,nonoc,ャ,
noodles,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,noodles,㋘,㋘
noom,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,noom,㋘,㋘
noon,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,noon,㋘,㋘
noonmooon,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,NoonMooon,㋘,㋘
noovy,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,noovy,㋘,㋘
northernlights orchestra,1289,1289,-14742,名詞,固有名詞,人名,一般,*,*,NORTHERNLIGHTS ORCHESTRA,ャ,
notes of museum,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,Notes of Museum,ャ,
nous,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,Nous,㋘,㋘
nouvo nude,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,nouvo nude,㋘㋘,㋘]㋘
nu-nu,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,NU-NU,㋘,㋘
nu:essence,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Nu:Essence,㋘,㋘
nuance,1289,1289,5052,名詞,固有名詞,人名,一般,*,*,nuance,㋘,㋘
nubo,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,NUBO,㋘,㋘
nuchi,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,Nuchi,㋘,㋘
nude jazz,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,NUDE JAZZ,㋘,㋘
nude,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,NUDE,㋘,㋘
nuito,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,nuito,㋘,㋘
nujabes featuring shing02,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,Nujabes featuring Shing02,㋘ツー,㋘[ツ]ー
nujabes,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,NUJABES,㋘,㋘
nukeme band,1289,1289,3298,名詞,固有名詞,人名,一般,*,*,NUKEME BAND,㋘,㋘
nukleall,1289,1289,4078,名詞,固有名詞,人名,一般,*,*,Nukleall,㋘,㋘
nulls,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,Nulls,㋘,㋘
nunchukka superfly,1289,1289,2063,名詞,固有名詞,人名,一般,*,*,NUNCHUKKA SUPERFLY,㋘,㋘
nuovo immigrato,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,nuovo immigrato,㋘,㋘
nuuamm,1289,1289,5052,名詞,固有名詞,人名,一般,*,*,NUUAMM,㋘,㋘
nyt,1289,1289,7251,名詞,固有名詞,人名,一般,*,*,NYT,㋘,㋘
nyz,1289,1289,7251,名詞,固有名詞,人名,一般,*,*,NYZ,㋘,㋘
o.n.o,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,O.N.O,㋘,㋘
oowets,1289,1289,5052,名詞,固有名詞,人名,一般,*,*,OOWETS,ャ,
petit march,1289,1289,3298,名詞,固有名詞,人名,一般,*,*,petit march,ャ,
phantasic qm,1289,1289,3118,名詞,固有名詞,人名,一般,*,*,Phantasic QM,ャ,
qanun.3,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,Qanun.3,㋘,㋘
roots in heaven,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,ROOTS IN HEAVEN,ャ,
roy roberts experience,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,ROY ROBERTS EXPERIENCE,ャ,
sacredmaiden,1289,1289,1086,名詞,固有名詞,人名,一般,*,*,SacredMaiden,ャ,
saiko tsukamoto,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,SAIKO TSUKAMOTO,ャ,
skamotts,1289,1289,4078,名詞,固有名詞,人名,一般,*,*,SKAMOTTS,ャ,
soul dressing,1289,1289,2938,名詞,固有名詞,人名,一般,*,*,SOUL DRESSING,ャ,
suitcase rhodes,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,Suitcase rhodes,ャ,
super kick ass,1289,1289,2758,名詞,固有名詞,人名,一般,*,*,SUPER KICK ASS,ャ,
super numeri,1289,1289,3118,名詞,固有名詞,人名,一般,*,*,SUPER NUMERI,㋘,㋘
super red band,1289,1289,2758,名詞,固有名詞,人名,一般,*,*,Super Red Band,ャ,
sweet beats lub,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,Sweet Beats LUB,ャ,
t-lips,1289,1289,5052,名詞,固有名詞,人名,一般,*,*,T-Lips,ャ,
t.2,1289,1289,7251,名詞,固有名詞,人名,一般,*,*,T.2,ャ,
t.n.swing big band,1289,1289,2198,名詞,固有名詞,人名,一般,*,*,T.N.SWING BIG BAND,㋘,㋘
t.o.t a.k.a.top of tree,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,T.O.T a.k.a.Top Of Tree,ャ,
takashi numazawa,1289,1289,2458,名詞,固有名詞,人名,一般,*,*,Takashi Numazawa,㋘,㋘
tatsuya nakamura,1289,1289,2458,名詞,固有名詞,人名,一般,*,*,Tatsuya Nakamura,ャ,
team mii,1289,1289,4078,名詞,固有名詞,人名,一般,*,*,TEAM MII,ャ,
tetsuya komuro,1289,1289,2758,名詞,固有名詞,人名,一般,*,*,TETSUYA KOMURO,ャ,
tiziano bianchi,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,Tiziano Bianchi,ャ,
tn8,1289,1289,7251,名詞,固有名詞,人名,一般,*,*,TN8,㋘,㋘
tnt,1289,1289,7251,名詞,固有名詞,人名,一般,*,*,TNT,㋘,㋘
tnx,1289,1289,7251,名詞,固有名詞,人名,一般,*,*,TNX,㋘,㋘
total ponkotsu system,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,TOTAL PONKOTSU SYSTEM,ャ,
trcng,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,TRCNG,㋘,㋘
trickstar,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,Trickstar,ャ,
tsan,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,TSAN,ャ,
tsuji kosuke,1289,1289,3118,名詞,固有名詞,人名,一般,*,*,TSUJI KOSUKE,ャ,
tsukamaro,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,TSUKAMARO,ャ,
tsukasa,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,TSUKASA,ャ,
tsukemen,1289,1289,4078,名詞,固有名詞,人名,一般,*,*,TSUKEMEN,ャ,
tsukiko,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,TSUKIKO,ャ,
tsukinosora,1289,1289,2710,名詞,固有名詞,人名,一般,*,*,TSUKINOSORA,ャ,
tsukuyomi,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,TSUKUYOMI,ャ,
tsumuzi,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,TSUMUZI,ャ,
ttnc,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,TTNC,㋘,㋘
tujiko noriko,1289,1289,2938,名詞,固有名詞,人名,一般,*,*,TUJIKO NORIKO,ャ,
twiggy,1289,1289,5052,名詞,固有名詞,人名,一般,*,*,TWIGGY,ャ,
twigy al salaam,1289,1289,2608,名詞,固有名詞,人名,一般,*,*,TWIGY Al Salaam,ャ,
twigy,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,TWIGY,ャ,
twin cross,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,TWIN CROSS,ャ,
twin paradox,1289,1289,3118,名詞,固有名詞,人名,一般,*,*,TWiN PARADOX,ャ,
twin soul,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,Twin Soul,ャ,
twin triangles,1289,1289,2758,名詞,固有名詞,人名,一般,*,*,Twin Triangles,ャ,
twin-crue l mirror-crew,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,TWIN-CRUE l MIRROR-CREW,ャ,
twin2,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,Twin2,ャ,
twing twang acoustics,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,TWING TWANG ACOUSTICS,ャ,
twinstellar,1289,1289,2710,名詞,固有名詞,人名,一般,*,*,TwinStellar,ャ,
twinzer,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,TWINZER,ャ,
twist,1289,1289,6278,名詞,固有名詞,人名,一般,*,*,TWIST,ャ,
twistars,1289,1289,4078,名詞,固有名詞,人名,一般,*,*,TWISTARS,ャ,
twisted harbor town,1289,1289,2098,名詞,固有名詞,人名,一般,*,*,TWISTED HARBOR TOWN,ャ,
two of us,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,TWO of US,ャ,
two side ray,1289,1289,3118,名詞,固有名詞,人名,一般,*,*,Two Side RAY,ャ,
two side,1289,1289,4078,名詞,固有名詞,人名,一般,*,*,Two Side,ャ,
twotone,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,Twotone,ャ,
u2,1289,1289,7587,名詞,固有名詞,人名,一般,*,*,U2,ャ,
ug noodle,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,Ug Noodle,㋘,㋘
un.a,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,UN.a,㋘,㋘
warfuck,1289,1289,4390,名詞,固有名詞,人名,一般,*,*,WARFUCK,ャ,
willits+sakamoto,1289,1289,2458,名詞,固有名詞,人名,一般,*,*,WILLITS+SAKAMOTO,ャ,
world maps,1289,1289,3528,名詞,固有名詞,人名,一般,*,*,World Maps,ャ,
yn-communications,1289,1289,2328,名詞,固有名詞,人名,一般,*,*,yn-communications,㋘,㋘
yukiro wakatsuki,1289,1289,2458,名詞,固有名詞,人名,一般,*,*,Yukiro Wakatsuki,ャ,
zwei,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,Zwei,ャ,
zweiglanz,1289,1289,3758,名詞,固有名詞,人名,一般,*,*,ZWEIGLANZ,ャ,
いすゞBX,1288,1288,6518,名詞,固有名詞,一般,*,*,*,いすゞ・BX,イスヾビーエックス,イ[スヾビーエ]ックス
いすゞbx,1288,1288,6518,名詞,固有名詞,一般,*,*,*,いすゞ・BX,イスヾビーエックス,イ[スヾビーエ]ックス
いすゞ・BX,1288,1288,5072,名詞,固有名詞,一般,*,*,*,いすゞ・BX,イスヾビーエックス,イ[スヾビーエ]ックス
いすゞ・bx,1288,1288,5072,名詞,固有名詞,一般,*,*,*,いすゞ・BX,イスヾビーエックス,イ[スヾビーエ]ックス
いすゞ・アクシオム,1288,1288,4909,名詞,固有名詞,一般,*,*,*,いすゞ・アクシオム,イスヾアクシオム,イ[スヾアクシオム
いすゞ・アスカ,1288,1288,3260,名詞,固有名詞,一般,*,*,*,いすゞ・アスカ,イスヾアスカ,イ[スヾア]スカ
いすゞ・アセンダー,1288,1288,4909,名詞,固有名詞,一般,*,*,*,いすゞ・アセンダー,イスヾアセンダー,イ[スヾアセ]ンダー
いすゞ・ウィザード,1288,1288,4909,名詞,固有名詞,一般,*,*,*,いすゞ・ウィザード,イスヾウィザード,イ[スヾウィザ]ード
いすゞ・ウィザードアライブ,1288,1288,458,名詞,固有名詞,一般,*,*,*,いすゞ・ウィザードアライブ,イスヾウィザードアライブ,イ[スヾウィザードアラ]イブ
いすゞ・エルガ,1288,1288,4587,名詞,固有名詞,一般,*,*,*,いすゞ・エルガ,イスヾエルガ,イ[スヾエ]ルガ
いすゞ・エルガミオ,1288,1288,4909,名詞,固有名詞,一般,*,*,*,いすゞ・エルガミオ,イスヾエルガミオ,イ[スヾエルガ]ミオ
いすゞ・エルフ,1288,1288,3389,名詞,固有名詞,一般,*,*,*,いすゞ・エルフ,イスヾエルフ,イ[スヾエ]ルフ
いすゞ・エルフィン,1288,1288,4909,名詞,固有名詞,一般,*,*,*,いすゞ・エルフィン,イスヾエルフィン,イ[スヾエ]ルフィン
いすゞ・オアシス,1288,1288,2859,名詞,固有名詞,一般,*,*,*,いすゞ・オアシス,イスヾオアシス,イ[スヾオ]アシス
いすゞ・ガーラ,1288,1288,4587,名詞,固有名詞,一般,*,*,*,いすゞ・ガーラ,イスヾガーラ,イ[スヾガ]ーラ
いすゞ・ガーラミオ,1288,1288,4909,名詞,固有名詞,一般,*,*,*,いすゞ・ガーラミオ,イスヾガーラミオ,イ[スヾガーラ]ミオ
いすゞ・キュービック,1288,1288,4607,名詞,固有名詞,一般,*,*,*,いすゞ・キュービック,イスヾキュービック,イ[スヾキュ]ービック
いすゞ・ギガ,1288,1288,5072,名詞,固有名詞,一般,*,*,*,いすゞ・ギガ,イスヾギガ,イ[スヾギ]ガ
いすゞ・コモ,1288,1288,4849,名詞,固有名詞,一般,*,*,*,いすゞ・コモ,イスヾコモ,イ[スヾコ]モ
いすゞ・ジェミニ,1288,1288,4569,名詞,固有名詞,一般,*,*,*,いすゞ・ジェミニ,イスヾジェミニ,イ[スヾジェ]ミニ
いすゞ・ジェミネット,1288,1288,4607,名詞,固有名詞,一般,*,*,*,いすゞ・ジェミネット,イスヾジェミネット,イ[スヾジェ]ミネット
いすゞ・ジャーニー,1288,1288,4909,名詞,固有名詞,一般,*,*,*,いすゞ・ジャーニー,イスヾジャーニー,イ[スヾジャ]ーニー
いすゞ・ステーツマンデビル,1288,1288,458,名詞,固有名詞,一般,*,*,*,いすゞ・ステーツマンデビル,イスヾステーツマンデビル,イ[スヾステーツマンデ]ビル
いすゞ・スーパークルーザー,1288,1288,-1537,名詞,固有名詞,一般,*,*,*,いすゞ・スーパークルーザー,イスヾスーパークルーザー,イ[スヾスーパークル]ーザー
いすゞ・トラガ,1288,1288,4587,名詞,固有名詞,一般,*,*,*,いすゞ・トラガ,イスヾトラガ,イ[スヾト]ラガ
いすゞ・ニューパワー,1288,1288,3381,名詞,固有名詞,一般,*,*,*,いすゞ・ニューパワー,イスヾニューパワー,イ[スヾニューパ]ワー
いすゞ・ハイパック,1288,1288,4620,名詞,固有名詞,一般,*,*,*,いすゞ・ハイパック,イスヾハイパック,イ[スヾハ]イパ]ック
いすゞ・バーテック,1288,1288,4909,名詞,固有名詞,一般,*,*,*,いすゞ・バーテック,イスヾバーテック,イ[スヾバ]ーテック
いすゞ・パンサー,1288,1288,2240,名詞,固有名詞,一般,*,*,*,いすゞ・パンサー,イスヾパンサー,イ[スヾパ]ンサー
いすゞ・ヒルマンミンクス,1288,1288,2201,名詞,固有名詞,一般,*,*,*,いすゞ・ヒルマンミンクス,イスヾヒルマンミンクス,イ[スヾヒルマンミ]ンクス
いすゞ・ビギン,1288,1288,4587,名詞,固有名詞,一般,*,*,*,いすゞ・ビギン,イスヾビギン,イ[スヾビギン
いすゞ・ビッグホーン,1288,1288,4241,名詞,固有名詞,一般,*,*,*,いすゞ・ビッグホーン,イスヾビッグホーン,イ[スヾビッグホ]ーン
いすゞ・ビークロス,1288,1288,4909,名詞,固有名詞,一般,*,*,*,いすゞ・ビークロス,イスヾビークロス,イ[スヾビ]ークロス
いすゞ・ピアッツァ,1288,1288,4909,名詞,固有名詞,一般,*,*,*,いすゞ・ピアッツァ,イスヾピアッツァ,イ[スヾピア]ッツァ
いすゞ・ファスター,1288,1288,4909,名詞,固有名詞,一般,*,*,*,いすゞ・ファスター,イスヾファスター,イ[スヾファ]スター
いすゞ・ファーゴ,1288,1288,4569,名詞,固有名詞,一般,*,*,*,いすゞ・ファーゴ,イスヾファーゴ,イ[スヾファ]ーゴ
いすゞ・フィリー,1288,1288,4569,名詞,固有名詞,一般,*,*,*,いすゞ・フィリー,イスヾフィリー,イ[スヾフィ]リー
いすゞ・フォワード,1288,1288,1595,名詞,固有名詞,一般,*,*,*,いすゞ・フォワード,イスヾフォワード,イ[スヾフォ]ワ]ード
いすゞ・フローリアン,1288,1288,4607,名詞,固有名詞,一般,*,*,*,いすゞ・フローリアン,イスヾフローリアン,イ[スヾフロ]ーリアン
いすゞ・ベレット,1288,1288,4569,名詞,固有名詞,一般,*,*,*,いすゞ・ベレット,イスヾベレット,イ[スヾベ]レット
いすゞ・ベレル,1288,1288,4587,名詞,固有名詞,一般,*,*,*,いすゞ・ベレル,イスヾベレル,イ[スヾベ]レル
いすゞ・ミュー,1288,1288,4587,名詞,固有名詞,一般,*,*,*,いすゞ・ミュー,イスヾミュー,イ[スヾミュ]ー
いすゞ・ユニキャブ,1288,1288,4909,名詞,固有名詞,一般,*,*,*,いすゞ・ユニキャブ,イスヾユニキャブ,イ[スヾユ]ニキャブ
いすゞ・リーチ,1288,1288,4006,名詞,固有名詞,一般,*,*,*,いすゞ・リーチ,イスヾリーチ,イ[スヾリ]ーチ
いすゞ・ロデオ,1288,1288,4587,名詞,固有名詞,一般,*,*,*,いすゞ・ロデオ,イスヾロデオ,イ[スヾロ]デオ
いすゞ・ワスプ,1288,1288,4587,名詞,固有名詞,一般,*,*,*,いすゞ・ワスプ,イスヾワスプ,イ[スヾワ]スプ
アシㇼパ,1289,1289,6855,名詞,固有名詞,人名,一般,*,*,アシㇼパ,アシㇼパ,ア[シㇼパ
ェ・・・,1288,1288,4133,名詞,固有名詞,一般,*,*,*,ェ・・・,ェ,
北海道いすゞ自動車株式会社,1292,1292,3886,名詞,固有名詞,組織,*,*,*,北海道いすゞ自動車,ホッカイドウイスヾジドウシャカブシキガイシャ,ホ[ッカ]イドーイ[スヾジド]ウシャカ[ブシキガ]イシャ
青森いすゞ自動車株式会社,1292,1292,6172,名詞,固有名詞,組織,*,*,*,青森いすゞ自動車,アオモリイスヾジドウシャカブシキガイシャ,ア[オ]モリイ[スヾジド]ウシャカ[ブシキガ]イシャ
（ぁ,1288,1288,8142,名詞,固有名詞,一般,*,*,*,(ぁ,ァ,
